Function Calls,1000,10000,100000,1000000,10000000
statistical_promise,51.34611133333334,340.7440416666667,3162.6432226666665,,
statistical_worker,39.875583,52.836194,119.868302,790.958188,7657.274903
event_based,5.730653,19.466374,118.225445,1059.599111,11450.632111
no_profiled,5.123208,17.065639,77.660139,818.779028,6840.830181
